SOC	Term	Freq
25	clerical	680
25	higher_education	669
25	lvn	641
25	nurse_instructor	640
25	chinese	630
25	massage_therapist	621
25	business_instructor	612
25	human_resources	602
25	hvac_instructor	572
25	sociology	561
25	culinary_instructor	560
25	nursing_faculty	558
25	wellness	556
25	italian	551
25	communication_instructor	548
25	research	547
25	russian	544
25	goddard	532
25	public_health	504
25	massage	495
25	nursing_education	495
25	computer	494
25	director_of_nursing	488
25	teacher_aid	474
25	director	468
25	economics	458
25	aide	457
25	management	446
25	statistics	442
25	mental_health	441
25	math_tutor	441
25	assistant_director	430
25	special_needs	426
25	instructors	419
25	child_care_assistant	412
25	online_dean	407
25	s_assistant	402
25	pharmacy_technician_instructor	400
25	multimedia	399
25	writing	398
25	massage_therapy_instructor	398
25	automotive	393
25	kindercare	388
25	nurse_practitioner	384
25	music_teacher	384
25	mandarin	374
25	college	372
25	speech	371
25	attorney	370
25	tesol	368
25	disabilities	364
25	non_profit	363
25	medical_assisting_instructor	358
25	early_intervention	355
25	sales	349
25	logistics	349
25	manager	345
25	high_school_teacher	343
25	curriculum_developer	341
25	educational_assistant	337
25	counseling	335
25	teaching_position	333
25	physiology	328
25	computer_science	326
25	history_teacher	319
25	security	318
25	engineering	318
25	chinese_teacher	303
25	construction	303
25	photography	301
25	chemistry_teacher	300
25	designer	295
25	security_officer	295
25	customer_service	293
25	portuguese	292
25	teaching_jobs	286
25	professional_development	286
25	receptionist	286
25	part_time_tutor	282
25	accountant	282
25	daycare_teacher	281
25	accounting_instructor	279
25	nurse_manager	278
25	latin_america	278
25	associate_professor	277
25	substitute_teaching	276
25	online_instructors	273
25	case_manager	272
25	welding_instructor	271
25	technology	268
25	e-commerce	267
25	law_enforcement	267
25	infant	266
25	communications	265
25	physician_assistant	265
25	instructional_coordinator	261
25	teach_online	259
25	government	259
25	education_training	257
25	paralegal_instructor	256
25	infant_teacher	251
25	environmental	250
25	japanese	249
25	curriculum_development	249
25	curriculum_design	248
25	adult_education	247
25	adjunct_online	244
25	biology_instructor	244
25	teaching_online	243
25	editor	241
25	director_of_education	241
25	instruction	240
25	school_nurse	239
25	art_instructor	237
25	virtual_instructor	235
25	behavioral_health	233
25	sociology_instructor	232
25	virtual_teacher	232
25	private_tutor	229
25	early_childhood_development	228
25	assistant	227
25	graphic_design	226
25	masters	224
25	education_consultant	222
25	business	220
25	administrative	219
25	early_education	218
25	entertainment	218
25	work_from_home	214
25	it_instructor	214
25	spanish_instructor	214
25	clinical_instructor	213
25	dental_assistant_instructor	211
25	retail	210
25	toddler_teacher	207
25	education_manager	206
25	dental_hygienist	205
25	administration	205
25	part_time_education	203
25	training_instructional_design	200
25	paralegal	198
25	science_curriculum	195
25	engineer	194
25	history	193
25	lms	192
25	teaching_positions	192
25	coding_instructor	191
25	relocation	191
25	psychologist	191
25	biology_teacher	190
25	college_teaching	188
25	nonprofit_social_services	188
25	pre-k_teacher	187
25	kindergarten	187
25	chemistry_instructor	185
25	warehouse	182
25	scientist	182
25	records	180
25	library_science	179
25	korean	179
25	social_worker	178
25	part_time_evenings	178
25	dentist	178
25	criminal_justice_faculty	178
25	relocate	176
25	technical_instructor	173
25	preschool_teachers	171
25	welding	170
25	hotel	169
25	social_studies	166
25	political_science	166
25	english_degree	164
25	elementary	164
25	middle_school_teacher	163
25	foreign_language	163
25	preschool_teacher_assistant	159
25	learning_management_system	159
25	veterinary	159
25	data_entry	158
25	training_coordinator	157
25	technical_trainer	157
25	network	156
25	internship	154
25	postsecondary	154
25	mba	152
25	special_education_assistant	151
25	biochemistry	150
25	articulate	150
25	literacy_teacher	149
25	massage_instructor	149
25	charter_school	149
25	hvac	148
25	automotive_technology_instructor	147
25	media	147
25	adjunct_faculty_online	146
25	education_program_director	145
25	electrical_instructor	144
25	design	143
25	massage_therapy	142
25	college_graduate	142
25	microbiology	141
25	communication	140
25	online_higher_education	140
25	health_promotion	138
25	collections	137
25	computer_science_lecturer	137
25	law	136
25	school_principal	136
25	collection	136
25	distribution/shipping	135
25	international	135
25	childcare_teacher	134
25	mathematics_teacher	134
25	science_education	133
25	senior_instructional_designer	133
25	charter_schools	133
25	environmental_science	133
25	virtual_teaching	132
25	criminal	132
25	kaplan	132
25	recent_graduate	131
25	investigator	130
25	curriculum_writer	130
25	handicap	130
25	supply_chain	130
25	photographer	129
25	therapist	129
25	nurse_faculty	129
25	fitness	128
25	nursing_educator	128
25	high_school_science_teacher	128
25	principal	126
25	political	126
25	marketing	124
25	school_psychologist	124
27	marketing	202741
27	graphic_design	155549
27	communications	117769
27	graphic_designer	109319
27	public_relations	72782
27	sales	66092
27	writer	63673
27	technical_writer	60639
27	entry_level	55873
27	social_media	55725
27	customer_service	52149
27	graphic	39910
27	part_time	38965
27	editor	36288
27	copywriter	30952
27	media	30945
27	administrative_assistant	26271
27	journalism	25230
27	design	24466
27	marketing_coordinator	22241
27	advertising	21728
27	marketing_communications	20992
27	video	18950
27	retail	18731
27	univision	18714
27	designer	18696
27	coordinator	18115
27	writing	16594
27	event_coordinator	16367
27	merchandiser	16069
27	sports	14979
27	event_planning	13574
27	merchandising	13406
27	event	12503
27	graphic_artist	12431
27	marketing_assistant	12356
27	interior_design	12011
27	art_director	11870
27	art	11428
27	fashion	11039
27	photographer	10706
27	assistant	10632
27	nonprofit	10611
27	marketing_manager	10418
27	illustrator	10018
27	creative_director	9930
27	photography	9771
27	creative	9409
27	publishing	8656
27	project_coordinator	8156
27	video_production	8032
27	video_editor	7910
27	artist	7880
27	entertainment	7849
27	events	7809
27	television	7237
27	web_design	6822
27	photoshop	6624
27	spanish	6417
27	reporter	6110
27	communications_specialist	6065
27	communications_public_relations	5917
27	web_designer	5891
27	corporate_communications	5788
27	interior_designer	5763
27	broadcasting	5542
27	event_planner	5146
27	printing	5039
27	part_time_jobs	4890
27	sports_management	4883
27	retail_management	4882
27	3d	4800
27	editing	4580
27	internship	4556
27	content	4491
27	production_artist	4448
27	marketing_specialist	4269
27	audio	4218
27	copy_editor	3914
27	market_research	3891
27	cashier	3822
27	visual_merchandising	3786
27	translator	3764
27	entry_level_marketing	3762
27	cad	3653
27	graphics	3619
27	digital_media	3618
27	sports_marketing	3598
27	marketing_associate	3514
27	prepress	3441
27	public_health	3429
27	audio_visual	3359
27	medical_writer	3356
27	digital_marketing	3352
27	media_journalism_newspaper	3276
27	media_relations	3255
27	radio	3205
27	event_management	3060
27	retail_merchandiser	3049
27	proofreader	3027
27	proposal	2938
27	animation	2876
27	web	2845
27	community_relations	2581
27	healthcare_marketing	2522
27	arabic	2486
27	print	2467
27	project_manager	2459
27	multimedia	2441
27	visual_merchandiser	2419
27	political_science	2415
27	pr	2379
27	interpreter	2375
27	communications_manager	2361
27	videographer	2344
27	editorial	2342
27	indesign	2329
27	retail_sales	2286
27	promotions	2272
27	technical_writing	2238
27	public_relations_assistant	2193
27	social_media_marketing	2190
27	producer	2146
27	trade_show	2125
27	special_events	2037
27	autocad	2001
27	news_reporter	1950
27	freelance	1930
27	public_affairs	1928
27	event_manager	1925
27	creative_writing	1922
27	news	1777
27	retail_manager	1743
27	portuguese	1706
27	editorial_assistant	1687
27	production_assistant	1643
27	content_writer	1638
27	illustration	1623
27	french	1623
27	television_production	1623
27	chinese	1614
27	proposal_writer	1606
27	event_marketing	1601
27	senior_graphic_designer	1594
27	japanese	1582
27	public_relations_specialist	1581
27	adobe	1574
27	social_media_coordinator	1556
27	broadcast	1551
27	film	1539
27	entry_level_graphic_design	1513
27	news_anchor	1505
27	user_experience	1485
27	bilingual	1477
27	communications_coordinator	1468
27	photo	1436
27	marketing_advertising	1433
27	work_from_home	1376
27	writer_editor	1375
27	media_communications	1368
27	creative_writer	1313
27	sport	1275
27	technician	1262
27	technical_editor	1257
27	final_cut_pro	1218
27	documentation	1197
27	grant	1196
27	proofreading	1178
27	sports_media	1170
27	entry_level_public_relations	1136
27	spanish_translator	1129
27	audio_video	1129
27	document_control	1123
27	internal_communications	1120
27	creative_services	1091
27	video_producer	1091
27	social_media_manager	1090
27	government_relations	1085
27	visual	1058
27	motion_graphics	1056
27	furniture_sales	1050
27	audio_engineer	1048
27	communication	1036
27	fashion_design	1023
27	social_media_specialist	1022
27	russian	1019
27	advertising_agency	1018
27	instructional_design	1010
27	industrial_designer	1006
27	print_production	1001
27	freelance_writer	996
27	solidworks	981
27	education	959
27	political	941
27	documentation_specialist	941
27	mandarin	931
27	maya	928
27	furniture	912
27	proposals	906
27	engineer	903
27	broadcast_journalism	888
27	kitchen_designer	870
27	acosta	847
27	seasonal	843
27	marketing_communications_public_relations	843
27	junior_graphic_designer	842
27	coatings	839
27	instructional_designer	835
27	writing_editing	827
27	document	816
27	materials	815
27	graphic_arts_design_marketing	815
27	chemistry	815
27	telemundo	815
27	audio_visual_technician	811
27	cad_designer	806
27	bilingual_spanish	799
27	grocery	799
27	adobe_photoshop	758
27	wbir	750
27	electronics_technician	750
27	3d_artist	744
27	marketing_internship	739
27	after_effects	733
27	inventor	711
27	video_editing	704
27	director	700
27	proposal_manager	691
27	grant_writer	687
27	sports_reporter	681
27	route_sales	679
27	anchor	671
27	desktop_publishing	668
27	assistant_editor	666
27	rfp	662
27	freelance_graphic_designer	653
27	visual_designer	652
27	entry_level_event_coordinator	652
27	digital_design	641
27	web_content	636
27	other	636
27	marketing_communication	632
27	marketing_intern	632
27	web_content_writer	615
27	music	606
27	catia	604
27	tech_writer	588
27	fashion_merchandising	578
27	senior_copywriter	574
27	linguist	566
27	design_consultant	565
27	advertising_copywriter	561
27	master_control_operator	553
27	sign_maker	552
27	electronics	550
27	animator	548
27	retail_merchandising	546
27	social_services	541
27	document_specialist	541
27	digital_designer	535
27	sign_designer	532
27	3ds_max	531
27	marketing_public_relations	523
27	senior_designer	516
27	coca_cola	513
27	marketing_design	510
27	television_producer	504
27	procedure_writer	496
27	work_at_home	492
27	marketing_communications_specialist	488
27	architecture	484
27	merchandise	484
27	magazine	478
27	camera_operator	471
27	web_graphic_design	463
27	seo	462
27	graphic_design_photography	447
27	public_relations_coordinator	443
27	write	439
27	architect	436
27	jr_graphic_designer	431
27	broadcast_engineer	425
27	graphic_arts	419
27	entry_level_graphic_designer	418
27	copywriting	411
27	medical_interpreter	410
27	strategic_communications	408
27	proposal_rfp	407
27	proofread	406
27	advertising_marketing_media	394
27	non_profit	387
27	public_relations_communications	386
27	copy	384
27	packaging_designer	383
27	industrial_design	372
27	translation	371
27	technical_illustrator	367
27	textile_design	367
27	engineering	366
27	part_time_merchandising	365
27	basketball_coach	360
27	cable	353
27	vtc	352
27	digital_artist	351
27	web_copywriter	348
27	junior_graphic_design	344
27	italian	342
27	art_design	340
27	photojournalist	339
27	content_marketing	335
27	kitchen	332
27	german	327
27	senior_technical_writer	327
27	av	323
27	information_developer	322
27	publisher	319
27	content_developer	316
27	production_designer	316
27	drafter	315
27	program_director	314
27	english	314
27	package_design	313
27	unigraphics	312
27	dr_pepper	311
27	sound	310
27	junior_designer	309
27	management	306
27	hardware	301
27	director_of_marketing	300
27	camera	300
27	teacher	299
27	marketing_director	293
27	graphic_art	285
27	security_clearance	278
27	korean	277
27	design_engineer	276
27	television_station	276
27	pharmacology	275
27	requirements_analyst	273
27	hotel	272
27	associate_creative_director	269
27	publication	269
27	public_relations_entry_level	267
27	bassett	265
27	print_graphic_designer	265
29	registered_nurse	1174881
29	lpn	679465
29	rn	616034
29	nurse	325863
29	healthcare	224842
29	rn_registered_nurse	192351
29	pharmacy_technician	158576
29	nursing	120853
29	lvn	113651
29	pharmacist	88900
29	medical	81709
29	safety	80878
29	medical_records	80426
29	lpn_licensed_practical_nurse	76202
29	customer_service	67651
29	medical_assistant	64409
29	licensed_practical_nurse	55922
29	data_entry	53294
29	medical_billing	53217
29	part_time	47390
29	lpn_nurse	41651
29	pharmacy	36845
29	nurse_practitioner	35090
29	clerical	31644
29	medical_coding	25374
29	case_manager	24967
29	medical_coder	23906
29	physical_therapist	23463
29	director_of_nursing	22782
29	medical_office	21993
29	medical_technologist	21742
29	pharmacy_tech	21554
29	coding	19239
29	registered_nurse_rn	18916
29	laboratory	18782
29	administrative	18007
29	rn_case_manager	17091
29	environmental_health	14672
29	safety_manager	13765
29	environmental	13386
29	surgical_tech	13188
29	phlebotomist	12881
29	health	12784
29	occupational_therapist	12614
29	nurse_case_manager	12352
29	nurse_manager	12178
29	respiratory_therapist	11798
29	remote_medical_coder	11770
29	ultrasound	11428
29	physician_assistant	11193
29	radiologic_technologist	11168
29	mental_health	11159
29	medical_receptionist	10979
29	billing	10776
29	coder	9971
29	cna	9585
29	radiology	9240
29	dentist	8802
29	dietitian	8673
29	dental_hygienist	8475
29	lab	8449
29	medical_records_clerk	8190
29	emt	8147
29	biology	7853
29	hospice	7473
29	laboratory_technician	7445
29	remote_coder	7328
29	clerk	7206
29	surgical_technician	7093
29	case_management	7079
29	lab_technician	6913
29	surgical_technologist	6797
29	health_information_management	6774
29	nurse_educator	6606
29	rn_nurse	6445
29	speech_language_pathologist	6431
29	healthcare_administration	6190
29	claims	6142
29	certified_pharmacy_technician	6120
29	hospital	6104
29	file_clerk	5769
29	activity_director	5750
29	respiratory	5750
29	rn_management	5669
29	social_services	5644
29	registered_nurse_manager	5569
29	school_nurse	5465
29	science	5454
29	patient_care_technician	5413
29	ehs	5364
29	nutrition	5303
29	home_health	5035
29	home_health_nurse	5002
29	office_nurse	4997
29	medical_biller	4929
29	utilization_review_nurse	4875
29	mds	4845
29	records	4687
29	registered_nurse_case_manager	4536
29	recreation	4340
29	licensed_vocational_nurse	4296
29	paramedic	4284
29	telephonic	4161
29	mri_technologist	4073
29	construction_safety	4015
29	mds_coordinator	3909
29	psychiatric_nurse	3848
29	health_information	3826
29	chemistry	3800
29	radiology_technologist	3785
29	hse	3767
29	behavioral_health	3716
29	utilization_review	3706
29	food	3670
29	social_work	3602
29	nursing_management	3542
29	microbiology	3534
29	graduate_nurse	3449
29	phlebotomy	3430
29	psychology	3400
29	registered	3383
29	research	3219
29	nuclear_medicine_technologist	3204
29	food_safety	3150
29	lab_tech	3148
29	nurse_lpn	3144
29	nurse_consultant	3092
29	histology	3073
29	receptionist	3054
29	medical_laboratory_technician	3038
29	nursing_rn	2964
29	remote_coding	2922
29	rn_supervisor	2920
29	radiation_therapist	2789
29	skilled_nursing	2781
29	rn_manager	2753
29	lab_assistant	2753
29	rhia	2666
29	rn_home_health	2629
29	registered_dietitian	2611
29	echo_tech	2596
29	hospice_nurse	2582
29	safety_specialist	2568
29	activities_director	2566
29	home_health_rn	2549
29	adon	2526
29	pharmaceutical	2518
29	bioscrip	2508
29	mental_health_technician	2505
29	occupational_health_nurse	2450
29	dental_assistant	2445
29	assisted_living	2441
29	fitness	2412
29	emr	2404
29	medical_claims	2400
29	mri	2393
29	wellness	2356
29	rhit	2353
29	omnicare	2344
29	nurse_management	2279
29	nursing_instructor	2278
29	medical_laboratory_technologist	2264
29	laboratory_assistant	2240
29	mlt	2239
29	assistant_director_of_nursing	2225
29	rn_work_from_home	2224
29	nursing_supervisor	2167
29	release_of_information	2167
29	registered_nurse_part_time	2164
29	medical_records_technician	2092
29	recreational_therapist	2082
29	rn_part_time	2081
29	lpn_nursing	2053
29	construction_safety_manager	2043
29	nurse_rn	2033
29	dental	1985
29	staff_nurse	1979
29	healthport	1977
29	him	1975
29	physical_therapy	1965
29	safety_coordinator	1948
29	ophthalmic_technician	1930
29	cardiocom	1922
29	speech	1895
29	animal	1865
29	dietary	1863
29	physician	1861
29	ultrasound_tech	1816
29	licensed_practical_nurse_lpn	1811
29	surgical	1793
29	certified_nursing_assistant	1789
29	pediatric_nurse	1741
29	dietary_manager	1730
29	hospice_rn	1718
29	cpc	1718
29	surgical_assistant	1712
29	records_management	1703
29	patient_care_tech	1699
29	psychiatric_registered_nurse	1696
29	dialysis	1689
29	food_service	1684
29	new_grad_rn	1681
29	ct_technologist	1659
29	sonographer	1652
29	registered_nursing	1644
29	correctional_nursing	1644
29	healthcare_lpn	1636
29	nursing_lpn	1634
29	sleep	1595
29	don	1582
29	optician	1569
29	bsn	1566
29	dialysis_nurse	1565
29	speech_pathologist	1565
29	mental_health_tech	1565
29	ultrasound_technologist	1542
29	rn_hospice	1529
29	family_nurse_practitioner	1525
29	medical_records_specialist	1518
29	industrial_hygienist	1508
29	registered_nurse_hospice	1506
29	rn_home_care	1471
29	legal_nurse_consultant	1471
29	pct	1465
29	behavioral_health_tech	1461
29	x_ray_technician	1441
29	xray	1437
29	registrar	1421
29	food_science	1414
29	office_rn	1413
29	coding_specialist	1398
29	clinical_research	1397
29	infusion_nurse	1395
29	respiratory_therapy	1389
29	telephonic_case_manager	1385
29	utilization_nurse	1384
29	lpn_jobs	1366
29	environmental_health_safety	1359
29	drug_safety	1348
29	mds_nurse	1348
29	vascular_technologist	1342
29	ekg_technician	1336
29	occupational_therapy	1333
29	veterinary	1331
29	telephonic_nurse	1316
29	social_worker	1304
29	rn_jobs	1289
29	firefighter	1289
29	sales	1286
29	travel_nurse	1283
29	hedis	1275
29	medical_billing_specialist	1270
29	safety_director	1260
29	case_manager_rn	1249
29	nurse_supervisor	1249
29	dialysis_technician	1238
29	pacu	1233
29	clinical_laboratory_scientist	1223
29	mental_health_nurse	1222
29	home_health_care_nurse	1214
29	environmental_engineer	1208
29	part_time_rn	1195
29	veterinary_technician	1179
29	release_of_information_specialist	1168
29	assistant	1158
29	therapist	1142
29	echo	1142
29	clinical_documentation_specialist	1136
29	direct_care	1117
29	exercise	1115
29	r.n.	1106
29	medical_data_entry	1102
29	phlebotomy_technician	1099
29	optical	1093
29	pharmacy_technicians	1090
29	lpn/lvn	1087
29	biotech	1079
29	cardiac_sonographer	1073
29	medical_laboratory	1069
29	nuclear_medicine	1053
29	clinic_nurse	1050
29	part_time_nurse	1031
29	administrative_assistant	1026
29	industrial_hygiene	1023
29	nurse_rn_registered_nurse	1008
29	xray_tech	1006
29	psychiatric_technician	1004
29	nutritionist	1003
29	registered_nurse_home_care	993
29	rn_telephone_triage	991
29	illinois_nursing	991
29	oncology_nurse	989
29	research_assistant	986
29	home_care_nurse	975
29	medical_technician	975
29	molecular_biology	972
29	dialysis_rn	972
29	health_information_technician	967
29	rn_bsn	948
29	microbiologist	945
29	human_resources	942
29	director_of_health_information	941
29	home_care_rn	931
29	psych	930
29	office	919
29	scientist	919
29	recreation_therapist	908
29	medical_reimbursement	896
29	speech_therapist	894
29	specimen	885
29	physical_therapist_assistant	857
29	social_service	844
29	therapeutic_recreation	826
29	clinical_pharmacist	822
29	patient_care	817
29	slp	802
29	ultrasound_technician	799
29	pharmacovigilance	795
29	nurses	788
29	icd-10	784
29	food_service_director	773
29	medical_lab_tech	770
29	medical_billing_coder	766
29	safety_officer	765
29	ophthalmic	762
29	exercise_physiologist	759
29	medical_billing_coding	755
29	counselor	744
29	remote_medical_coding	738
29	rn_office	738
29	or_nurse	731
29	medical_coder_remote	729
29	rn_weekends	729
29	manager	721
29	ehs_manager	719
29	mammography	716
29	driver	714
29	radiology_tech	713
29	emergency_medical_technician	713
29	environmental_manager	712
29	music_therapist	697
29	environmental_science	696
29	athletic_trainer	695
29	animal_care	689
29	medical_records_director	688
29	activity	680
29	bht	670
29	pharmaceuticals	666
29	technologist	664
29	dialysis_tech	658
29	radiologic	655
29	activity_assistant	651
29	clinical	643
29	healthcare_management	643
29	clinical_laboratory_technician	629
29	osha	627
29	mri_tech	614
29	director_of_health_information_management	608
29	pbm	607
29	therapy	598
29	x-ray_technologist	597
29	laboratory_manager	592
29	asbestos	585
29	orthodontist	580
29	cook	579
29	vascular	577
29	cna_certified_nursing_assistant	570
29	senior_living	568
29	specimen_processor	567
29	consultant_pharmacist	566
29	or_tech	564
29	molecular	560
29	psychiatric_nurse_practitioner	558
29	tech	556
29	mental_health_counselor	556
29	animals	545
29	dental_hygiene	541
29	health_coach	538
29	medical_office_manager	537
29	human_services	535
29	education	535
29	pharmacy_intern	530
29	security	523
29	pediatric_nurse_practitioner	521
29	lvn/lpn	517
29	medical_records_coordinator	517
29	histotechnologist	514
29	food_service_manager	512
29	cpc-a	497
29	l.p.n.	496
29	np	496
29	occupational_safety	491
29	nursing_director	487
29	sterile_processing	485
29	behavioral	484
29	illinois_pharmacy	476
29	lab_supervisor	475
29	surgery	474
29	ekg	468
29	full_time	467
29	vascular_ultrasound	460
29	pharmacy_assistant	458
29	ophthalmology	455
29	dietetic_technician	448
29	office_manager	446
29	staff_pharmacist	431
29	certified_medical_coder	429
29	occupational_therapy_assistant	428
29	activities_assistant	427
29	pharmd	425
29	healthcare_jobs	422
29	exercise_science	419
29	sleep_tech	419
29	seniorbridge	419
29	medical_lab_technician	418
29	registered_respiratory_therapist	417
29	iod	415
29	food_safety_auditor	411
29	medical_sales	409
29	remote_coders	407
29	hospital_pharmacist	406
29	medical_coding_specialist	404
29	kinesiology	402
29	technician	402
29	behavioral_health_technician	399
29	radiographer	398
29	eeg	398
29	icd-9	397
29	loss_control	396
29	office_assistant	396
29	health_care_administration	395
29	recreation_director	392
29	practice_manager	391
29	retail	390
29	radiology_manager	383
29	youth	383
29	laboratory_technologist	380
29	recreation_specialist	378
29	diagnostic_medical_sonographer	378
29	cashier	376
29	long_term_care_pharmacist	375
29	scrub_tech	375
29	blood_bank	375
29	polysomnography	371
29	recreation_therapy	371
29	medical_records_tech	369
29	lon	369
29	rehabilitation	368
29	arnp	365
29	pharmacy_pharmacist	363
29	art_therapist	362
29	remote_outpatient_coder	357
29	geo_care	356
29	pharmacy_implementation	356
29	residential_counselor	352
29	site_safety	352
29	environmental_compliance	348
29	front_desk	344
29	certified_surgical_technologist	343
29	dietary_aide	340
29	lvn/healthcare	339
29	laboratory_supervisor	337
29	director	337
29	certified_professional_coder	336
29	general_dentist	336
29	physical_therapy_assistant	332
29	dietetics	332
29	certified_medical_assistant	332
29	food_management	332
29	hygienist	331
29	optometrist	331
29	mental	330
29	rpsgt	326
29	medical_lab	324
29	life_enrichment	323
29	public_health	322
29	nonprofit_social_services	322
29	radiology_technician	322
29	counseling	319
29	imaging	319
29	medical_records_supervisor	319
29	environmental_specialist	319
29	inpatient_coder	318
29	him_director	316
29	activity_coordinator	316
31	medical_assistant	865015
31	cna	310876
31	healthcare	150296
31	medical	90377
31	phlebotomist	87357
31	certified_nursing_assistant	83861
31	dental_assistant	61726
31	cna_certified_nursing_assistant	61324
31	part_time	54257
31	lpn	38158
31	certified_medical_assistant	37993
31	customer_service	33399
31	phlebotomy	26987
31	receptionist	25594
31	home_health_aide	24398
31	administrative_assistant	20776
31	nursing_assistant	20090
31	medical_office	18306
31	medical_receptionist	17556
31	stna	17188
31	medical_transcriptionist	14807
31	work_from_home	14510
31	patient_care_technician	14291
31	caregiver	14243
31	medical_transcription	13411
31	certified_nurse_assistant	12773
31	clerical	12295
31	cna_jobs	10805
31	assistant	10716
31	dental	10626
31	home_health_care	10527
31	medical_records	10426
31	hha	9980
31	medical_billing	9395
31	physical_therapist_assistant	8855
31	office_assistant	8370
31	nursing	8152
31	direct_care	6697
31	housekeeping	6632
31	phlebotomy_technician	6288
31	hospital	5982
31	patient_care	5346
31	cma	5338
31	nurse_assistant	5192
31	front_desk	5154
31	medical_office_assistant	4958
31	patient_care_tech	4924
31	medical_assisting	4854
31	nurse_aide	4322
31	laboratory	4168
31	medical_assistant_phlebotomist	3936
31	warehouse	3914
31	driver	3850
31	assisted_living	3776
31	dietitian	3675
31	dietary_aide	3665
31	lab	3648
31	patient_care_assistant	3556
31	occupational_therapy_assistant	3350
31	healthcare_cna	3317
31	home_health	3223
31	health_care_administration	3192
31	nursing_home	3189
31	delivery_driver	3095
31	lab_assistant	3073
31	medical_administrative_assistant	3045
31	medical_front_office	2981
31	transcriptionist	2930
31	pca	2867
31	certified_nurse_aide	2798
31	gna	2648
31	hospital_medical_assistant	2638
31	veterinary_assistant	2603
31	transcription	2557
31	emt	2523
31	cota	2499
31	physical_therapy_assistant	2452
31	front_office	2423
31	watermark_retirement_communities	2138
31	surgical_tech	2135
31	physical_therapist	2033
31	laboratory_assistant	1957
31	entry_level	1892
31	hospital_cna	1844
31	sterile_processing	1747
31	aide	1736
31	massage_therapist	1718
31	sterile_processing_technician	1692
31	resident_assistant	1658
31	home_care	1632
31	veterinary	1619
31	pta	1616
31	medication_aide	1610
31	nursing_homes	1607
31	technician	1603
31	registered_medical_assistant	1580
31	data_entry	1569
31	medical_assistant_jobs	1564
31	hospice	1553
31	healthcare_medical_assistant	1517
31	virtual	1517
31	medical_assistant_instructor	1499
31	c.n.a	1450
31	nursing_aide	1425
31	sleep	1326
31	surgical_technician	1319
31	ma	1309
31	home_health_aid	1289
31	occupational_therapist	1262
31	medical_front_desk	1227
31	doctors_office	1200
31	physician_assistant	1190
31	certified_medication_aide	1168
31	chha	1167
31	office	1147
31	caregivers	1135
31	dental_assisting	1110
31	dental_office	1079
31	seniorbridge	1067
31	administrative	1043
31	dental_hygienist	1022
31	environmental_services	996
31	delivery	967
31	activity_assistant	957
31	medical_asst	920
31	paramedic	919
31	can	914
31	clinical_assistant	912
31	pharmacy_technician	898
31	certified_occupational_therapy_assistant	881
31	orthodontic_assistant	876
31	veterinary_technician	867
31	direct_care_worker	861
31	ekg	858
31	registered_dental_assistant	847
31	direct_support_professional	835
31	physical_therapy	834
31	qma	832
31	cna/hha	832
31	physical_therapy_technician	806
31	dentist	789
31	entry_level_medical_assistant	779
31	housekeeping_aide	769
31	hospice_aide	741
31	rma	724
31	health	710
31	x_ray_technician	703
31	animals	699
31	ekg_technician	694
31	dietary	680
31	x-ray	666
31	nursing_cna	646
31	vet	644
31	med_tech	642
31	cashier	640
31	surgical_technologist	627
31	dermatology	625
31	clinical_medical_assistant	620
31	companion	615
31	group_homes	611
31	back_office_medical_assistant	585
31	occupational_therapist_assistant	579
31	xray_tech	578
31	dsp	570
31	physical_therapy_aide	569
31	front_office_medical_assistant	562
31	patient_care_associate	553
31	dental_assistants	539
31	cna/gna	528
31	dermatology_associates_of_wisconsin	524
31	massage	512
31	health_information_records	504
31	cleaning	487
31	medical_equipment	486
31	floral	475
31	medical_support	465
31	direct_care_staff	462
31	nutrition	457
31	full_time	454
31	clerk	446
31	personal_care_aide	441
31	part_time_medical_assistant	440
31	pharmacy	440
31	day_care	439
31	nurse_tech	439
31	home_health_cna	422
31	sterile_processing_tech	412
31	apria	405
31	pet	397
31	occupational_therapy	395
31	fitness	388
31	nursing_support	386
31	service_technician	384
31	veterinarian_assistant	382
31	ent	370
31	cmt	358
31	hospitals	356
31	personal_care_assistant	353
31	sitter	351
31	speech_language_pathologist	348
31	sterile_tech	347
31	nursing_assistants	343
31	urgent_care	334
31	certified_nursing_aide	332
33	security	283930
33	security_officer	195227
33	security_guard	106198
33	customer_service	35660
33	loss_prevention	32951
33	warehouse	31172
33	security_manager	26002
33	law_enforcement	16791
33	police_officer	13414
33	criminal_justice	12726
33	driver	12129
33	armed_security	12055
33	police	11479
33	investigator	9710
33	manager	9139
33	cashier	8920
33	security_jobs	8672
33	security_supervisor	7165
33	general_labor	6904
33	security_director	6339
33	airport	5979
33	management	5075
33	correctional_officer	4732
33	security_guards	4498
33	armed_security_officer	4333
33	intelligence_analyst	4048
33	3rd_shift	3908
33	firefighter	3813
33	supervisor	3793
33	fraud	3696
33	retail	3654
33	investigations	3519
33	loss_prevention_manager	3389
33	officer	3315
33	government	3182
33	guard	2684
33	safety	2662
33	g4s	2656
33	securitas	2498
33	night_shift	2406
33	corrections_officer	2349
33	law_enforcement/security	2331
33	armed_guard	2318
33	armed_security_guard	2281
33	dunbar	2275
33	corrections	2091
33	intelligence	2055
33	asset_protection	1957
33	security_management	1921
33	director_of_security	1878
33	investigation	1862
33	armed	1677
33	analyst	1620
33	physical_security	1582
